date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:00	164/164	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202020%2016:57:00%20GMT	http://cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/view-mode-sprites.png	C:/xampp/htdocs/c/cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/view-mode-sprites.png	(from http://cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/theme-custom.css?v=11695617689216347972)
22:27:01	3486/3486	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202020%2016:57:01%20GMT	http://cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/action-sprites-3.png	C:/xampp/htdocs/c/cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/action-sprites-3.png	(from http://cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/theme-custom.css?v=11695617689216347972)
22:27:04	36090/36090	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2016:57:02%20GMT	http://cdn.shopify.com/s/files/1/0114/0994/8731/files/slider-bg-1_6d49d7e5-cbe7-4691-88af-c64249fe910f_1024x1024.jpg?v=1540376014	C:/xampp/htdocs/c/cdn.shopify.com/s/files/1/0114/0994/8731/files/slider-bg-1_6d49d7e5-cbe7-4691-88af-c64249fe910f_1024x10241128.jpg	(from http://cdn.shopify.com/s/files/1/0114/0994/8731/t/11/assets/skin-theme.css?v=5336561448832073469)
22:27:07	64062/64062	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:04%20GMT	https://bardy-demo.myshopify.com/pages/POST	C:/xampp/htdocs/c/bardy-demo.myshopify.com/pages/POST.77.delayed	(from https://bardy-demo.myshopify.com/pages/about)
22:27:11	118479/118479	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:10%20GMT	https://bardy-demo.myshopify.com/collections/best-seller-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/best-seller-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:13	101095/101095	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:11%20GMT	https://bardy-demo.myshopify.com/products/soldout-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/soldout-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:14	117412/117412	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:13%20GMT	https://bardy-demo.myshopify.com/collections/featured-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/featured-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:17	122861/122861	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:15%20GMT	https://bardy-demo.myshopify.com/products/new-badge-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/new-badge-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:23	102877/102877	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:16%20GMT	https://bardy-demo.myshopify.com/products/sample-affiliate-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/sample-affiliate-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:33	230133/230133	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:23%20GMT	https://bardy-demo.myshopify.com/products/variable-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/variable-product.html	(from https://bardy-demo.myshopify.com/pages/about)
22:27:46	182/182	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:25%20GMT	https://bardy-demo.myshopify.com/checkout	C:/xampp/htdocs/c/bardy-demo.myshopify.com/checkout	(from https://bardy-demo.myshopify.com/pages/about)
22:27:46	153/153	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:46%20GMT	https://bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb?preview_theme_id=44475121723	C:/xampp/htdocs/c/bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb.7f30fd.delayed	(from https://bardy-demo.myshopify.com/pages/about)
22:27:47	103/103	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:47%20GMT	https://bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb	C:/xampp/htdocs/c/bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb	(from https://bardy-demo.myshopify.com/pages/about)
22:27:49	43262/43262	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2016:57:47%20GMT	http://cdn.shopify.com/s/files/1/0114/0994/8731/files/subscribe-bg-1.jpg?v=1538989206	C:/xampp/htdocs/c/cdn.shopify.com/s/files/1/0114/0994/8731/files/subscribe-bg-1931f.jpg	(from https://bardy-demo.myshopify.com/pages/about)
22:27:49	205731/205731	---MCZ	200	added ('OK')	application/atom+xml	date:Sun,%2018%20Oct%202020%2016:57:49%20GMT	https://bardy-demo.myshopify.com/collections/all.atom	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all.atom	(from https://bardy-demo.myshopify.com/collections/all)
22:27:50	117712/117712	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:57:50%20GMT	https://bardy-demo.myshopify.com/collections/all?page=2	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all4658.html	(from https://bardy-demo.myshopify.com/collections/all)
22:27:52	63656/63656	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:50%20GMT	https://bardy-demo.myshopify.com/collections/POST	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/POST	(from https://bardy-demo.myshopify.com/collections/all)
22:27:53	182/182	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:53%20GMT	https://bardy-demo.myshopify.com/checkout	C:/xampp/htdocs/c/bardy-demo.myshopify.com/checkout	(from https://bardy-demo.myshopify.com/collections/all)
22:27:53	0/-1	---M--	302	error ('')			https://bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb?preview_theme_id=44475121723	C:/xampp/htdocs/c/bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb.8630fd.delayed	(from https://bardy-demo.myshopify.com/collections/all)
22:27:54	103/103	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:57:54%20GMT	https://bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb	C:/xampp/htdocs/c/bardy-demo.myshopify.com/11409948731/checkouts/18ece02e1dac2715a91b621bffce24fb	(from https://bardy-demo.myshopify.com/collections/all)
22:27:54	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:54%20GMT	https://bardy-demo.myshopify.com/collections/all/products/baizidale-momone	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/baizidale-momone	(from https://bardy-demo.myshopify.com/collections/all)
22:27:55	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:55%20GMT	https://bardy-demo.myshopify.com/collections/all/products/baizidale-momone	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/baizidale-momone	(from https://bardy-demo.myshopify.com/collections/all)
22:27:55	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:55%20GMT	https://bardy-demo.myshopify.com/collections/all/products/buffekete-chai	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/buffekete-chai	(from https://bardy-demo.myshopify.com/collections/all)
22:27:56	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:56%20GMT	https://bardy-demo.myshopify.com/collections/all/products/buffekete-chai	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/buffekete-chai	(from https://bardy-demo.myshopify.com/collections/all)
22:27:56	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:56%20GMT	https://bardy-demo.myshopify.com/collections/all/products/countdown-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/countdown-product	(from https://bardy-demo.myshopify.com/collections/all)
22:27:57	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:57%20GMT	https://bardy-demo.myshopify.com/collections/all/products/countdown-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/countdown-product	(from https://bardy-demo.myshopify.com/collections/all)
22:27:57	126/126	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:57%20GMT	https://bardy-demo.myshopify.com/collections/all/products/dummy-product-name	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/dummy-product-name	(from https://bardy-demo.myshopify.com/collections/all)
22:27:58	126/126	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:58%20GMT	https://bardy-demo.myshopify.com/collections/all/products/dummy-product-name	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/dummy-product-name	(from https://bardy-demo.myshopify.com/collections/all)
22:27:59	130/130	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:59%20GMT	https://bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title-1	(from https://bardy-demo.myshopify.com/collections/all)
22:28:00	130/130	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:57:59%20GMT	https://bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title-1	(from https://bardy-demo.myshopify.com/collections/all)
22:28:00	128/128	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:00%20GMT	https://bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/dummy-text-for-title	(from https://bardy-demo.myshopify.com/collections/all)
22:28:02	104114/104114	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:01%20GMT	https://bardy-demo.myshopify.com/products/dummy-text-for-title	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/dummy-text-for-title.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:03	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:01%20GMT	https://bardy-demo.myshopify.com/collections/all/products/egentry-etumeni	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/egentry-etumeni	(from https://bardy-demo.myshopify.com/collections/all)
22:28:04	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:04%20GMT	https://bardy-demo.myshopify.com/collections/all/products/egentry-etumeni	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/egentry-etumeni	(from https://bardy-demo.myshopify.com/collections/all)
22:28:04	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:04%20GMT	https://bardy-demo.myshopify.com/collections/all/products/katopeno-altuni	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/katopeno-altuni	(from https://bardy-demo.myshopify.com/collections/all)
22:28:05	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:04%20GMT	https://bardy-demo.myshopify.com/collections/all/products/katopeno-altuni	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/katopeno-altuni	(from https://bardy-demo.myshopify.com/collections/all)
22:28:05	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:05%20GMT	https://bardy-demo.myshopify.com/collections/all/products/katopeno-altuni-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/katopeno-altuni-1	(from https://bardy-demo.myshopify.com/collections/all)
22:28:07	113214/113214	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:06%20GMT	https://bardy-demo.myshopify.com/products/katopeno-altuni-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/katopeno-altuni-1.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:09	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:07%20GMT	https://bardy-demo.myshopify.com/collections/all/products/mostarizing-oil-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/mostarizing-oil-1	(from https://bardy-demo.myshopify.com/collections/all)
22:28:09	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:09%20GMT	https://bardy-demo.myshopify.com/collections/all/products/mostarizing-oil-1	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/mostarizing-oil-1	(from https://bardy-demo.myshopify.com/collections/all)
22:28:10	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:09%20GMT	https://bardy-demo.myshopify.com/collections/all/products/mostarizing-oil	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/mostarizing-oil	(from https://bardy-demo.myshopify.com/collections/all)
22:28:12	121604/121604	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:10%20GMT	https://bardy-demo.myshopify.com/products/mostarizing-oil	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/mostarizing-oil.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:15	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:11%20GMT	https://bardy-demo.myshopify.com/collections/all/products/murikhete-paris	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/murikhete-paris	(from https://bardy-demo.myshopify.com/collections/all)
22:28:15	123/123	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:15%20GMT	https://bardy-demo.myshopify.com/collections/all/products/murikhete-paris	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/murikhete-paris	(from https://bardy-demo.myshopify.com/collections/all)
22:28:16	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:16%20GMT	https://bardy-demo.myshopify.com/collections/all/products/new-and-sale-badge-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/new-and-sale-badge-product	(from https://bardy-demo.myshopify.com/collections/all)
22:28:18	121038/121038	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:17%20GMT	https://bardy-demo.myshopify.com/products/new-and-sale-badge-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/products/new-and-sale-badge-product.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:21	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:17%20GMT	https://bardy-demo.myshopify.com/collections/all/products/new-badge-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/new-badge-product	(from https://bardy-demo.myshopify.com/collections/all)
22:28:22	125/125	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:21%20GMT	https://bardy-demo.myshopify.com/collections/all/products/new-badge-product	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/new-badge-product	(from https://bardy-demo.myshopify.com/collections/all)
22:28:22	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:22%20GMT	https://bardy-demo.myshopify.com/collections/all/products/origeno-veledita	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/origeno-veledita	(from https://bardy-demo.myshopify.com/collections/all)
22:28:23	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2016:58:22%20GMT	https://bardy-demo.myshopify.com/collections/all/products/origeno-veledita	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/products/origeno-veledita	(from https://bardy-demo.myshopify.com/collections/all)
22:28:24	81734/81734	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:23%20GMT	https://bardy-demo.myshopify.com/collections/all?page=3	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all9ba9.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:27	97052/97052	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:25%20GMT	https://bardy-demo.myshopify.com/collections/new-arrival	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/new-arrival.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:28	79848/79848	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:26%20GMT	https://bardy-demo.myshopify.com/collections/vendors?q=Vendor%201	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/vendors323e.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:30	79625/79625	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:28%20GMT	https://bardy-demo.myshopify.com/collections/vendors?q=Vendor%2010	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/vendors070d.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:32	78469/78469	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:30%20GMT	https://bardy-demo.myshopify.com/collections/vendors?q=Vendor%2011	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/vendors16d1.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:34	79645/79645	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:32%20GMT	https://bardy-demo.myshopify.com/collections/vendors?q=Vendor%202	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/vendorsc606.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:36	79746/79746	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:35%20GMT	https://bardy-demo.myshopify.com/collections/vendors?q=Vendor%203	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/vendors97a5.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:38	79808/79808	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:36%20GMT	https://bardy-demo.myshopify.com/collections/types?q=Type%201	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/typesbbf6.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:40	79585/79585	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:39%20GMT	https://bardy-demo.myshopify.com/collections/types?q=Type%2010	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/types788e.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:42	78429/78429	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:40%20GMT	https://bardy-demo.myshopify.com/collections/types?q=Type%2011	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/types8052.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:44	79605/79605	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:42%20GMT	https://bardy-demo.myshopify.com/collections/types?q=Type%202	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/types558c.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:46	79706/79706	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:45%20GMT	https://bardy-demo.myshopify.com/collections/types?q=Type%203	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/typesae42.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:48	100051/100051	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:47%20GMT	https://bardy-demo.myshopify.com/collections/all/red	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/red.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:50	100063/100063	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:48%20GMT	https://bardy-demo.myshopify.com/collections/all/green	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/green.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:52	100057/100057	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:50%20GMT	https://bardy-demo.myshopify.com/collections/all/blue	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/blue.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:54	90501/90501	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:52%20GMT	https://bardy-demo.myshopify.com/collections/all/yellow	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/yellow.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:56	100310/100310	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:55%20GMT	https://bardy-demo.myshopify.com/collections/all/white	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/white.html	(from https://bardy-demo.myshopify.com/collections/all)
22:28:58	100137/100137	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:56%20GMT	https://bardy-demo.myshopify.com/collections/all/gold	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/gold.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:00	100137/100137	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:58:59%20GMT	https://bardy-demo.myshopify.com/collections/all/gray	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/gray.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:02	90443/90443	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:00%20GMT	https://bardy-demo.myshopify.com/collections/all/magenta	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/magenta.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:04	90437/90437	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:02%20GMT	https://bardy-demo.myshopify.com/collections/all/maroon	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/maroon.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:06	89955/89955	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:04%20GMT	https://bardy-demo.myshopify.com/collections/all/navy	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/navy.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:08	109662/109662	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:07%20GMT	https://bardy-demo.myshopify.com/collections/all/s	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/s.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:12	119048/119048	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:11%20GMT	https://bardy-demo.myshopify.com/collections/all/m	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/m.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:14	119048/119048	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:13%20GMT	https://bardy-demo.myshopify.com/collections/all/l	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/l.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:16	109471/109471	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:15%20GMT	https://bardy-demo.myshopify.com/collections/all/xl	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/xl.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:18	89794/89794	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:16%20GMT	https://bardy-demo.myshopify.com/collections/all/xxl	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/xxl.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:20	90503/90503	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:18%20GMT	https://bardy-demo.myshopify.com/collections/all/black	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/black.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:22	81422/81422	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:20%20GMT	https://bardy-demo.myshopify.com/collections/all/fiber	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/fiber.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:24	81434/81434	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:23%20GMT	https://bardy-demo.myshopify.com/collections/all/leather	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/leather.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:26	81422/81422	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:25%20GMT	https://bardy-demo.myshopify.com/collections/all/metal	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/metal.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:28	81428/81428	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:27%20GMT	https://bardy-demo.myshopify.com/collections/all/orange	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/orange.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:32	90497/90497	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2016:59:29%20GMT	https://bardy-demo.myshopify.com/collections/all/pink	C:/xampp/htdocs/c/bardy-demo.myshopify.com/collections/all/pink.html	(from https://bardy-demo.myshopify.com/collections/all)
22:29:32	17422/17422	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2016:59:29%20GMT	http://cdn.shopify.com/s/files/1/0114/0994/8731/files/banner-3.jpg?v=1539498148	C:/xampp/htdocs/c/cdn.shopify.com/s/files/1/0114/0994/8731/files/banner-3fedb.jpg	(from https://bardy-demo.myshopify.com/collections/all)
22:29:33	182/182	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:59:32%20GMT	https://bardy-demo.myshopify.com/checkout	C:/xampp/htdocs/c/bardy-demo.myshopify.com/checkout	(from https://bardy-demo.myshopify.com/collections)
22:29:33	153/153	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20Oct%202020%2016:59:33%20GMT	https://bardy-demo.myshopify.com/11409948731/checkouts/7cb3c5341074ec3c7508cca9c6965b29?preview_theme_id=44475121723	C:/xampp/htdocs/c/bardy-demo.myshopify.com/11409948731/checkouts/7cb3c5341074ec3c7508cca9c6965b2930fd	(from https://bardy-demo.myshopify.com/collections)
